"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
398349,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398350,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398351,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398352,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398353,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398354,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398355,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398356,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398357,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398358,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398359,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398360,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398361,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398362,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398363,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
398364,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
407001,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
407002,2,,3,,88,,3,,81,,1,,69,,2,,82,,78,,132,,10,,
407003,2,,2,,84,,2,,76,,1,,67,,1,,77,,66,,113,,32,,
407005,Not Available,11,Not Available,11,94,11,Not Available,11,73,11,Not Available,11,81,11,Not Available,11,97,11,81,11,16,11,4,11,11
407007,3,11,4,11,87,11,4,11,87,11,1,11,65,11,2,11,79,11,75,11,50,11,8,11,11
407008,3,,3,,87,,2,,77,,2,,72,,3,,85,,75,,114,,24,,
407009,2,,3,,87,,2,,80,,1,,69,,2,,83,,71,,304,,29,,
407011,3,,5,,92,,3,,84,,2,,71,,3,,87,,82,,80,,12,,
407012,3,,4,,90,,3,,85,,2,,77,,3,,84,,75,,77,,24,,
407013,3,11,5,11,93,11,4,11,86,11,1,11,63,11,3,11,84,11,81,11,46,11,41,11,11
407014,3,,4,,92,,4,,86,,1,,68,,3,,87,,76,,289,,22,,
407017,3,,4,,88,,3,,81,,2,,74,,3,,85,,77,,145,,31,,
407019,Not Available,11,Not Available,11,99,11,Not Available,11,88,11,Not Available,11,65,11,Not Available,11,84,11,82,11,20,11,34,11,11
407020,3,,4,,92,,3,,86,,2,,75,,3,,86,,79,,120,,9,,
407024,3,11,3,11,88,11,3,11,84,11,3,11,80,11,1,11,79,11,81,11,52,11,29,11,11
407027,3,,4,,89,,3,,85,,2,,74,,3,,85,,79,,167,,21,,
407028,3,11,4,11,88,11,3,11,83,11,2,11,70,11,3,11,84,11,74,11,56,11,18,11,11
407030,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
407031,3,11,4,11,89,11,3,11,83,11,2,11,75,11,3,11,90,11,82,11,57,11,23,11,11
407033,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
407035,4,,5,,92,,5,,86,,2,,70,,4,,90,,86,,88,,7,,
407036,3,11,4,11,89,11,3,11,82,11,2,11,77,11,3,11,86,11,76,11,52,11,16,11,11
407037,2,,2,,83,,2,,77,,1,,63,,1,,77,,68,,380,,18,,
407048,3,,4,,89,,4,,86,,1,,68,,4,,88,,78,,170,,9,,
407049,3,,3,,87,,3,,82,,2,,74,,3,,86,,75,,157,,7,,
407050,3,11,4,11,91,11,3,11,80,11,3,11,81,11,3,11,87,11,73,11,57,11,22,11,11
407051,3,,3,,87,,3,,80,,1,,67,,4,,87,,74,,204,,18,,
407052,3,11,4,11,87,11,4,11,88,11,1,11,68,11,2,11,79,11,70,11,63,11,5,11,11
407306,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
407308,3,,4,,90,,3,,80,,1,,64,,3,,85,,77,,105,,12,,
407309,4,11,5,11,92,11,4,11,83,11,3,11,81,11,4,11,90,11,79,11,54,11,5,11,11
407310,3,,3,,88,,3,,81,,1,,64,,3,,84,,76,,138,,9,,
407311,4,11,5,11,93,11,4,11,84,11,1,11,57,11,4,11,87,11,73,11,64,11,5,11,11
407314,3,,5,,92,,3,,80,,2,,74,,3,,84,,74,,223,,32,,
407320,4,,4,,91,,4,,87,,2,,76,,4,,87,,79,,96,,9,,
407328,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,4,9,Not Available,9,100,9,2,9,1,9,14,9,9
407330,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
407331,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
407332,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
417000,5,,5,,92,,5,,90,,5,,88,,4,,91,,89,,318,,32,,
417006,5,,5,,93,,5,,90,,5,,87,,4,,88,,90,,205,,25,,
417023,5,,5,,93,,5,,91,,5,,87,,4,,92,,89,,1087,,38,,
417029,4,,4,,90,,4,,87,,4,,85,,4,,86,,80,,221,,30,,
417035,3,,3,,85,,3,,84,,4,,83,,3,,83,,74,,227,,22,,
417036,4,,4,,90,,5,,90,,3,,80,,4,,88,,80,,385,,30,,
417038,5,,5,,92,,5,,88,,5,,88,,4,,92,,89,,207,,29,,
417045,4,,3,,88,,3,,84,,5,,89,,4,,92,,82,,76,,19,,
417049,4,,5,,91,,3,,81,,2,,73,,4,,88,,78,,201,,15,,
417051,4,,5,,93,,3,,85,,5,,89,,4,,90,,84,,107,,25,,
417055,3,,3,,87,,3,,84,,4,,85,,3,,84,,79,,278,,24,,
417057,5,,5,,92,,5,,90,,4,,85,,4,,92,,86,,392,,32,,
417059,4,,4,,89,,4,,87,,3,,80,,4,,85,,79,,165,,22,,
417061,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
417063,4,,4,,90,,4,,87,,5,,86,,4,,85,,77,,214,,25,,
417064,3,,3,,89,,3,,84,,4,,82,,3,,87,,78,,117,,32,,
417065,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
417066,4,,4,,88,,4,,85,,4,,84,,4,,87,,80,,264,,20,,
417067,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
417069,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
417070,4,,4,,90,,4,,86,,4,,82,,3,,88,,82,,423,,22,,
417071,4,,3,,87,,4,,88,,4,,82,,3,,88,,78,,135,,24,,
417072,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
427004,4,,4,,88,,4,,87,,4,,82,,3,,84,,75,,306,,19,,
427005,3,,4,,86,,3,,83,,2,,77,,3,,84,,75,,303,,19,,
427009,5,,4,,90,,5,,90,,5,,87,,4,,87,,80,,130,,26,,
427010,4,,5,,92,,4,,87,,3,,80,,4,,89,,85,,330,,33,,
427013,5,,5,,92,,5,,87,,5,,86,,5,,92,,86,,334,,21,,
427015,5,,5,,92,,5,,89,,5,,87,,4,,89,,86,,306,,23,,
427017,4,,4,,90,,4,,87,,4,,83,,4,,87,,80,,330,,22,,
427018,5,,5,,91,,5,,89,,5,,87,,4,,90,,85,,656,,25,,
427020,Not Available,11,Not Available,11,93,11,Not Available,11,93,11,Not Available,11,91,11,Not Available,11,99,11,80,11,16,11,25,11,11
427024,4,,4,,88,,4,,86,,3,,80,,3,,87,,79,,1258,,22,,
427025,3,,4,,89,,3,,86,,3,,81,,3,,86,,84,,260,,32,,
427027,4,,4,,87,,4,,86,,3,,81,,3,,84,,79,,304,,19,,
427029,5,,5,,92,,5,,89,,5,,88,,4,,90,,82,,440,,29,,
427032,5,,4,,91,,5,,89,,5,,88,,4,,88,,81,,303,,25,,
427034,4,,5,,93,,4,,88,,4,,82,,4,,88,,86,,187,,23,,
427035,4,,4,,88,,4,,85,,4,,83,,3,,83,,77,,316,,20,,
427036,3,,3,,86,,3,,84,,2,,77,,2,,80,,72,,311,,19,,
427037,Not Available,11,Not Available,11,88,11,Not Available,11,87,11,Not Available,11,90,11,Not Available,11,93,11,83,11,18,11,33,11,11
427039,4,,4,,90,,4,,87,,3,,81,,3,,86,,83,,304,,24,,
427042,5,,5,,93,,5,,89,,5,,87,,5,,93,,86,,320,,25,,
427045,5,,5,,92,,5,,88,,5,,86,,4,,87,,86,,291,,26,,
427046,4,,4,,87,,5,,88,,3,,81,,3,,84,,73,,141,,22,,
427048,4,,4,,89,,4,,85,,3,,79,,3,,83,,77,,314,,31,,
427049,5,,5,,92,,5,,92,,5,,88,,4,,91,,87,,459,,19,,
427055,4,,3,,86,,4,,87,,4,,82,,3,,86,,77,,95,,20,,
427057,5,,5,,92,,5,,92,,5,,88,,4,,91,,87,,280,,23,,
427058,4,,4,,90,,5,,91,,5,,88,,3,,90,,82,,208,,24,,
427061,4,,4,,87,,3,,84,,4,,82,,3,,87,,76,,334,,19,,
427063,5,,5,,91,,5,,89,,5,,87,,4,,89,,83,,381,,24,,
427065,4,,4,,89,,4,,87,,4,,83,,3,,87,,82,,293,,21,,
427067,4,,4,,91,,5,,88,,4,,82,,4,,89,,87,,322,,27,,
427068,5,,5,,92,,5,,90,,5,,88,,5,,93,,89,,310,,21,,
427075,3,,3,,89,,4,,86,,2,,77,,4,,90,,81,,79,,30,,
427076,5,,5,,94,,5,,91,,5,,89,,5,,93,,85,,282,,23,,
427077,5,11,5,11,92,11,5,11,88,11,5,11,94,11,4,11,91,11,83,11,46,11,29,11,11
427078,5,,5,,94,,5,,93,,5,,91,,5,,97,,88,,197,,24,,
427079,4,,4,,88,,3,,86,,4,,83,,3,,86,,78,,327,,28,,
427109,4,,4,,90,,4,,88,,5,,88,,3,,83,,82,,87,,23,,
427110,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
427112,5,,5,,91,,5,,88,,4,,84,,4,,89,,84,,329,,24,,
427116,4,,4,,89,,4,,87,,4,,82,,3,,87,,77,,429,,22,,
427117,4,,4,,91,,4,,88,,4,,83,,4,,89,,80,,339,,22,,
427119,4,,4,,89,,5,,90,,4,,84,,3,,86,,86,,162,,30,,
427121,Not Available,9,Not Available,9,95,9,Not Available,9,96,9,Not Available,9,67,9,Not Available,9,88,9,72,9,7,9,41,9,9
427123,4,,5,,93,,5,,90,,3,,81,,4,,92,,85,,383,,27,,
427124,4,,5,,94,,5,,92,,3,,80,,4,,83,,81,,73,,34,,
427128,4,,4,,90,,4,,87,,3,,79,,4,,88,,78,,334,,29,,
427129,4,,4,,89,,4,,87,,4,,84,,3,,87,,81,,209,,27,,
427130,4,,4,,89,,4,,86,,3,,80,,3,,85,,75,,227,,20,,
427131,5,,5,,90,,5,,90,,5,,88,,4,,90,,86,,372,,33,,
427132,4,,5,,91,,3,,85,,5,,86,,4,,90,,82,,404,,24,,
427134,5,,5,,92,,5,,89,,5,,87,,4,,92,,83,,212,,26,,
427135,4,,3,,87,,4,,86,,4,,82,,3,,83,,77,,371,,19,,
427136,5,,5,,92,,5,,91,,4,,82,,5,,95,,80,,138,,37,,
427137,5,,5,,90,,5,,92,,5,,86,,4,,92,,90,,92,,25,,
427138,3,,3,,85,,3,,81,,3,,80,,2,,79,,73,,354,,28,,
427140,3,,3,,85,,4,,86,,5,,90,,1,,78,,76,,91,,24,,
427141,4,11,4,11,88,11,5,11,91,11,3,11,78,11,4,11,89,11,81,11,69,11,33,11,11
427142,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
427300,5,,5,,93,,5,,91,,4,,85,,4,,90,,87,,105,,24,,
427302,3,11,4,11,90,11,3,11,79,11,2,11,73,11,4,11,88,11,81,11,55,11,25,11,11
427303,4,11,4,11,89,11,5,11,90,11,5,11,87,11,3,11,86,11,75,11,49,11,20,11,11
427304,3,,4,,88,,4,,85,,2,,76,,3,,81,,74,,295,,23,,
427846,4,,4,,90,,4,,88,,4,,82,,4,,88,,80,,330,,24,,
427850,4,,4,,90,,4,,87,,4,,83,,3,,86,,79,,325,,22,,
427854,5,,5,,93,,5,,90,,5,,89,,4,,89,,83,,330,,21,,
427856,4,,5,,90,,4,,87,,4,,84,,4,,88,,85,,351,,24,,
427861,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
427862,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
427863,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
437003,4,,4,,87,,4,,85,,4,,85,,3,,85,,76,,306,,34,,
437004,5,,5,,93,,5,,94,,5,,90,,5,,92,,89,,281,,39,,
437006,5,,5,,92,,5,,88,,4,,83,,4,,90,,87,,102,,35,,
437008,3,11,3,11,86,11,5,11,90,11,3,11,81,11,2,11,84,11,76,11,57,11,42,11,11
437009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
437019,5,,5,,91,,4,,86,,5,,87,,4,,88,,86,,237,,48,,
437024,4,11,4,11,89,11,3,11,82,11,4,11,84,11,4,11,89,11,81,11,66,11,37,11,11
437030,5,,5,,91,,5,,91,,5,,87,,4,,90,,83,,135,,45,,
437037,4,,3,,87,,3,,85,,4,,83,,4,,89,,80,,112,,33,,
437039,4,11,4,11,89,11,5,11,89,11,5,11,86,11,3,11,78,11,80,11,49,11,46,11,11
437041,5,,4,,92,,5,,92,,5,,86,,4,,88,,85,,86,,43,,
437046,4,,4,,89,,4,,83,,5,,90,,3,,82,,82,,108,,37,,
437047,Not Available,11,Not Available,11,87,11,Not Available,11,94,11,Not Available,11,93,11,Not Available,11,95,11,71,11,11,11,69,11,11
437051,4,,4,,87,,4,,87,,5,,93,,3,,87,,75,,81,,36,,
